date,category,branch,channel,so_don,so_khach,doanh_thu,chi_phi
2025-10-17,Điện tử,Hà Nội,Online,3,3,3315800.0,2521005.0
2025-10-17,Điện tử,Hải Phòng,Cửa hàng,3,3,6837950.0,5144129.0
2025-10-17,Điện tử,Hải Phòng,Online,1,1,1839600.0,1450091.0
2025-10-17,Điện tử,TP HCM,Cửa hàng,7,6,34297639.0,24020959.0
2025-10-17,Điện tử,TP HCM,Online,9,9,11444650.0,8123527.0
2025-10-17,Điện tử,Đà Nẵng,Cửa hàng,2,2,4027950.0,2989039.0
2025-10-18,Gia dụng,Cần Thơ,Online,2,2,1766350.0,1172450.0
2025-10-18,Gia dụng,Hà Nội,Cửa hàng,4,4,5312450.0,3818248.0
2025-10-18,Gia dụng,Hà Nội,Online,5,5,5887700.0,4128935.0
2025-10-18,Gia dụng,Hải Phòng,Online,3,3,5084000.0,3385420.0
2025-10-18,Gia dụng,TP HCM,Cửa hàng,6,6,9762300.0,7407089.0
2025-10-18,Gia dụng,TP HCM,Online,2,2,1624000.0,1357636.0
2025-10-18,Gia dụng,Đà Nẵng,Cửa hàng,4,4,8583000.0,5600757.0
2025-10-18,Gia dụng,Đà Nẵng,Online,2,2,1658050.0,1288078.0
2025-10-18,Mỹ phẩm,Cần Thơ,Cửa hàng,1,1,2036000.0,1374392.0
2025-10-18,Mỹ phẩm,Cần Thơ,Online,1,1,441000.0,318510.0
2025-10-18,Mỹ phẩm,Hà Nội,Cửa hàng,2,2,2292450.0,1482372.0
2025-10-18,Mỹ phẩm,Hà Nội,Online,2,2,971800.0,725816.0
2025-10-18,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,542000.0,351528.0
2025-10-18,Mỹ phẩm,Hải Phòng,Online,1,1,2180000.0,1574496.0
2025-10-18,Mỹ phẩm,TP HCM,Online,2,2,962200.0,691672.0
2025-10-18,Mỹ phẩm,Đà Nẵng,Cửa hàng,3,3,4254000.0,3064725.0
2025-10-18,Mỹ phẩm,Đà Nẵng,Online,2,2,1530250.0,1133518.0
2025-10-18,Sách,Cần Thơ,Cửa hàng,2,2,441250.0,291148.0
2025-10-18,Sách,Hà Nội,Cửa hàng,3,3,894000.0,601119.0
2025-10-18,Sách,Hà Nội,Online,3,3,1436800.0,1121391.0
2025-10-18,Sách,Hải Phòng,Cửa hàng,1,1,143000.0,99221.0
2025-10-18,Sách,Hải Phòng,Online,2,2,278200.0,201529.0
2025-10-18,Sách,TP HCM,Cửa hàng,4,4,1283000.0,859066.0
2025-10-18,Sách,TP HCM,Online,4,4,1363350.0,1029698.0
2025-10-18,Sách,Đà Nẵng,Cửa hàng,2,2,686850.0,505736.0
2025-10-18,Sách,Đà Nẵng,Online,1,1,166000.0,116279.0
2025-10-18,Thời trang,Cần Thơ,Cửa hàng,4,4,4538000.0,3623141.0
2025-10-18,Thời trang,Cần Thơ,Online,2,2,3621000.0,2741186.0
2025-10-18,Thời trang,Hà Nội,Cửa hàng,7,7,7985200.0,5690006.0
2025-10-18,Thời trang,Hà Nội,Online,4,4,3629900.0,2778078.0
2025-10-18,Thời trang,Hải Phòng,Cửa hàng,2,2,2226800.0,1496651.0
2025-10-18,Thời trang,TP HCM,Cửa hàng,5,5,5771350.0,4469517.0
2025-10-18,Thời trang,TP HCM,Online,5,5,7078500.0,5594616.0
2025-10-18,Thời trang,Đà Nẵng,Cửa hàng,3,3,3682700.0,2786391.0
2025-10-18,Thực phẩm,Cần Thơ,Cửa hàng,3,3,819000.0,543133.0
2025-10-18,Thực phẩm,Cần Thơ,Online,8,8,3847300.0,2551189.0
2025-10-18,Thực phẩm,Hà Nội,Cửa hàng,11,11,2910150.0,2037638.0
2025-10-18,Thực phẩm,Hà Nội,Online,6,6,1680950.0,1214663.0
2025-10-18,Thực phẩm,Hải Phòng,Cửa hàng,5,5,1533150.0,1132241.0
2025-10-18,Thực phẩm,Hải Phòng,Online,6,6,1621650.0,1220729.0
2025-10-18,Thực phẩm,TP HCM,Cửa hàng,7,7,1596400.0,1162510.0
2025-10-18,Thực phẩm,TP HCM,Online,11,11,4449550.0,3321790.0
2025-10-18,Thực phẩm,Đà Nẵng,Cửa hàng,5,5,1476900.0,1067093.0
2025-10-18,Thực phẩm,Đà Nẵng,Online,2,2,752000.0,587755.0
2025-10-18,Điện tử,Cần Thơ,Cửa hàng,4,4,8424500.0,6082252.0
2025-10-18,Điện tử,Cần Thơ,Online,3,3,10326750.0,7408918.0
2025-10-18,Điện tử,Hà Nội,Cửa hàng,2,2,20157416.0,14190277.0
2025-10-18,Điện tử,Hà Nội,Online,3,3,11017000.0,8049500.0
2025-10-18,Điện tử,Hải Phòng,Cửa hàng,2,2,3898800.0,3111477.0
2025-10-18,Điện tử,Hải Phòng,Online,1,1,1768000.0,1279642.0
2025-10-18,Điện tử,TP HCM,Cửa hàng,9,9,16002000.0,11938041.0
2025-10-18,Điện tử,TP HCM,Online,4,4,10066550.0,7832200.0
2025-10-18,Điện tử,Đà Nẵng,Online,4,4,5334300.0,3658938.0
2025-10-19,Gia dụng,Cần Thơ,Cửa hàng,2,2,3361550.0,2540540.0
2025-10-19,Gia dụng,Cần Thơ,Online,1,1,773000.0,565614.0
2025-10-19,Gia dụng,Hà Nội,Cửa hàng,7,7,8051650.0,5892036.0
2025-10-19,Gia dụng,Hà Nội,Online,2,2,2465000.0,1669927.0
2025-10-19,Gia dụng,Hải Phòng,Cửa hàng,2,2,3303000.0,2170246.0
2025-10-19,Gia dụng,Hải Phòng,Online,2,2,1662000.0,1067415.0
2025-10-19,Gia dụng,TP HCM,Cửa hàng,4,4,3187500.0,2192570.0
2025-10-19,Gia dụng,TP HCM,Online,2,2,3970600.0,2863541.0
2025-10-19,Gia dụng,Đà Nẵng,Cửa hàng,2,2,2465600.0,1598772.0
2025-10-19,Gia dụng,Đà Nẵng,Online,2,2,2598350.0,1936239.0
2025-10-19,Mỹ phẩm,Cần Thơ,Cửa hàng,3,3,2423150.0,1832169.0
2025-10-19,Mỹ phẩm,Cần Thơ,Online,1,1,452000.0,281147.0
2025-10-19,Mỹ phẩm,Hà Nội,Cửa hàng,1,1,473000.0,345989.0
2025-10-19,Mỹ phẩm,Hà Nội,Online,2,2,1073000.0,771645.0
2025-10-19,Mỹ phẩm,TP HCM,Cửa hàng,5,5,2907000.0,1968416.0
2025-10-19,Mỹ phẩm,TP HCM,Online,4,4,1743900.0,1366568.0
2025-10-19,Mỹ phẩm,Đà Nẵng,Online,2,2,2322000.0,1871414.0
2025-10-19,Sách,Cần Thơ,Online,3,3,624000.0,478720.0
2025-10-19,Sách,Hà Nội,Cửa hàng,1,1,237600.0,187555.0
2025-10-19,Sách,Hà Nội,Online,8,8,2217550.0,1700667.0
2025-10-19,Sách,Hải Phòng,Cửa hàng,2,2,488050.0,389717.0
2025-10-19,Sách,TP HCM,Cửa hàng,5,5,1181000.0,930072.0
2025-10-19,Sách,TP HCM,Online,4,4,1077000.0,795260.0
2025-10-19,Sách,Đà Nẵng,Online,1,1,447000.0,378665.0
2025-10-19,Thời trang,Cần Thơ,Cửa hàng,1,1,1374000.0,1034289.0
2025-10-19,Thời trang,Cần Thơ,Online,3,3,2309000.0,1719304.0
2025-10-19,Thời trang,Hà Nội,Cửa hàng,6,6,5310650.0,4138574.0
2025-10-19,Thời trang,Hà Nội,Online,4,4,4508500.0,3308244.0
2025-10-19,Thời trang,Hải Phòng,Cửa hàng,3,3,2822250.0,1992226.0
2025-10-19,Thời trang,Hải Phòng,Online,1,1,657400.0,443619.0
2025-10-19,Thời trang,TP HCM,Cửa hàng,8,8,7329900.0,5333242.0
2025-10-19,Thời trang,TP HCM,Online,10,10,13007650.0,9225341.0
2025-10-19,Thời trang,Đà Nẵng,Cửa hàng,1,1,738000.0,488268.0
2025-10-19,Thực phẩm,Cần Thơ,Cửa hàng,2,2,779000.0,499876.0
2025-10-19,Thực phẩm,Cần Thơ,Online,1,1,154000.0,111314.0
2025-10-19,Thực phẩm,Hà Nội,Cửa hàng,5,5,908000.0,667672.0
2025-10-19,Thực phẩm,Hà Nội,Online,7,7,1972550.0,1376262.0
2025-10-19,Thực phẩm,Hải Phòng,Cửa hàng,2,2,644650.0,483472.0
2025-10-19,Thực phẩm,Hải Phòng,Online,2,2,360000.0,231413.0
2025-10-19,Thực phẩm,TP HCM,Cửa hàng,9,9,3157800.0,2329639.0
2025-10-19,Thực phẩm,TP HCM,Online,3,3,1632000.0,1041427.0
2025-10-19,Thực phẩm,Đà Nẵng,Cửa hàng,6,6,2875300.0,2002616.0
2025-10-19,Thực phẩm,Đà Nẵng,Online,3,3,556550.0,422518.0
2025-10-19,Điện tử,Cần Thơ,Cửa hàng,6,6,15236600.0,11526528.0
2025-10-19,Điện tử,Cần Thơ,Online,4,4,5775900.0,4225541.0
2025-10-19,Điện tử,Hà Nội,Cửa hàng,4,4,13641600.0,10056355.0
2025-10-19,Điện tử,Hà Nội,Online,1,1,1107000.0,853268.0
2025-10-19,Điện tử,Hải Phòng,Cửa hàng,3,3,4182450.0,3075625.0
2025-10-19,Điện tử,Hải Phòng,Online,1,1,3012000.0,1912120.0
2025-10-19,Điện tử,TP HCM,Cửa hàng,10,10,20376000.0,15488163.0
2025-10-19,Điện tử,TP HCM,Online,4,4,10161800.0,7266254.0
2025-10-19,Điện tử,Đà Nẵng,Online,1,1,2000000.0,1659862.0
2025-10-20,Gia dụng,Cần Thơ,Cửa hàng,6,6,6169000.0,4582264.0
2025-10-20,Gia dụng,Hà Nội,Cửa hàng,2,2,1706000.0,1252279.0
2025-10-20,Gia dụng,Hà Nội,Online,6,6,8820150.0,6300764.0
2025-10-20,Gia dụng,Hải Phòng,Cửa hàng,6,6,16672916.0,11990038.0
2025-10-20,Gia dụng,Hải Phòng,Online,2,2,1722000.0,1351563.0
2025-10-20,Gia dụng,TP HCM,Cửa hàng,7,7,12702900.0,9551172.0
2025-10-20,Gia dụng,TP HCM,Online,9,9,14579300.0,10664984.0
2025-10-20,Gia dụng,Đà Nẵng,Cửa hàng,3,3,3978950.0,2855573.0
2025-10-20,Gia dụng,Đà Nẵng,Online,4,4,4218000.0,2893162.0
2025-10-20,Mỹ phẩm,Cần Thơ,Cửa hàng,1,1,770400.0,499340.0
2025-10-20,Mỹ phẩm,Cần Thơ,Online,2,2,3023700.0,2412522.0
2025-10-20,Mỹ phẩm,Hà Nội,Cửa hàng,5,5,5306000.0,3750177.0
2025-10-20,Mỹ phẩm,Hà Nội,Online,2,2,1767000.0,1249330.0
2025-10-20,Mỹ phẩm,TP HCM,Cửa hàng,5,5,5432500.0,3777228.0
2025-10-20,Mỹ phẩm,TP HCM,Online,2,2,987100.0,717424.0
2025-10-20,Mỹ phẩm,Đà Nẵng,Cửa hàng,4,4,2847700.0,1970582.0
2025-10-20,Sách,Cần Thơ,Cửa hàng,1,1,248400.0,179931.0
2025-10-20,Sách,Cần Thơ,Online,3,3,641950.0,445338.0
2025-10-20,Sách,Hà Nội,Cửa hàng,3,3,670100.0,504674.0
2025-10-20,Sách,Hà Nội,Online,5,5,986350.0,691017.0
2025-10-20,Sách,Hải Phòng,Cửa hàng,2,2,823000.0,685120.0
2025-10-20,Sách,Hải Phòng,Online,2,2,951300.0,698512.0
2025-10-20,Sách,TP HCM,Cửa hàng,4,4,762550.0,512742.0
2025-10-20,Sách,TP HCM,Online,4,4,1295900.0,947228.0
2025-10-20,Sách,Đà Nẵng,Cửa hàng,1,1,820000.0,640216.0
2025-10-20,Sách,Đà Nẵng,Online,3,3,848450.0,681301.0
2025-10-20,Thời trang,Cần Thơ,Cửa hàng,1,1,583100.0,388859.0
2025-10-20,Thời trang,Cần Thơ,Online,1,1,775000.0,574476.0
2025-10-20,Thời trang,Hà Nội,Cửa hàng,5,5,4878350.0,3731999.0
2025-10-20,Thời trang,Hà Nội,Online,4,4,7730200.0,5888150.0
2025-10-20,Thời trang,Hải Phòng,Cửa hàng,2,2,1327200.0,931340.0
2025-10-20,Thời trang,Hải Phòng,Online,1,1,2010000.0,1486132.0
2025-10-20,Thời trang,TP HCM,Cửa hàng,2,2,6211000.0,4454832.0
2025-10-20,Thời trang,TP HCM,Online,4,4,17443882.0,12240304.0
2025-10-20,Thời trang,Đà Nẵng,Online,2,2,2209000.0,1582270.0
2025-10-20,Thực phẩm,Cần Thơ,Cửa hàng,4,4,1130700.0,891898.0
2025-10-20,Thực phẩm,Cần Thơ,Online,2,2,333000.0,264096.0
2025-10-20,Thực phẩm,Hà Nội,Cửa hàng,8,8,2749850.0,2013377.0
2025-10-20,Thực phẩm,Hà Nội,Online,8,8,2793150.0,2020814.0
2025-10-20,Thực phẩm,Hải Phòng,Cửa hàng,3,3,906800.0,673321.0
2025-10-20,Thực phẩm,Hải Phòng,Online,3,3,1116700.0,768400.0
2025-10-20,Thực phẩm,TP HCM,Cửa hàng,9,9,3739950.0,2879182.0
2025-10-20,Thực phẩm,TP HCM,Online,10,10,1848700.0,1352007.0
2025-10-20,Thực phẩm,Đà Nẵng,Cửa hàng,4,4,919700.0,611587.0
2025-10-20,Thực phẩm,Đà Nẵng,Online,4,4,851900.0,565033.0
2025-10-20,Điện tử,Cần Thơ,Cửa hàng,3,3,6123800.0,4347779.0
2025-10-20,Điện tử,Cần Thơ,Online,2,2,3504900.0,2578763.0
2025-10-20,Điện tử,Hà Nội,Cửa hàng,1,1,3681000.0,2578581.0
2025-10-20,Điện tử,Hà Nội,Online,7,7,13150000.0,9325764.0
2025-10-20,Điện tử,Hải Phòng,Cửa hàng,3,3,9857000.0,6774861.0
2025-10-20,Điện tử,Hải Phòng,Online,1,1,1016000.0,839882.0
2025-10-20,Điện tử,TP HCM,Cửa hàng,6,6,11777350.0,8560567.0
2025-10-20,Điện tử,TP HCM,Online,4,4,5247350.0,3509934.0
2025-10-20,Điện tử,Đà Nẵng,Cửa hàng,1,1,3542550.0,2276375.0
2025-10-20,Điện tử,Đà Nẵng,Online,1,1,867600.0,627951.0
2025-10-21,Gia dụng,Cần Thơ,Cửa hàng,1,1,821000.0,543876.0
2025-10-21,Gia dụng,Cần Thơ,Online,2,2,2353000.0,1824194.0
2025-10-21,Gia dụng,Hà Nội,Cửa hàng,3,3,3134400.0,2357020.0
2025-10-21,Gia dụng,Hà Nội,Online,1,1,2282250.0,1515392.0
2025-10-21,Gia dụng,Hải Phòng,Cửa hàng,2,2,1787600.0,1369127.0
2025-10-21,Gia dụng,Hải Phòng,Online,1,1,747000.0,494265.0
2025-10-21,Gia dụng,TP HCM,Cửa hàng,4,4,6593000.0,5011163.0
2025-10-21,Gia dụng,TP HCM,Online,6,6,7923950.0,5722116.0
2025-10-21,Gia dụng,Đà Nẵng,Online,3,3,8170000.0,6085361.0
2025-10-21,Mỹ phẩm,Cần Thơ,Cửa hàng,1,1,482000.0,392132.0
2025-10-21,Mỹ phẩm,Cần Thơ,Online,1,1,525000.0,379179.0
2025-10-21,Mỹ phẩm,Hà Nội,Cửa hàng,2,2,920000.0,661368.0
2025-10-21,Mỹ phẩm,Hà Nội,Online,6,6,3448350.0,2533844.0
2025-10-21,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,489000.0,315566.0
2025-10-21,Mỹ phẩm,Hải Phòng,Online,3,3,2315300.0,1693809.0
2025-10-21,Mỹ phẩm,TP HCM,Cửa hàng,5,5,3457800.0,2527069.0
2025-10-21,Mỹ phẩm,TP HCM,Online,2,2,1827400.0,1290795.0
2025-10-21,Mỹ phẩm,Đà Nẵng,Online,3,3,3406100.0,2330638.0
2025-10-21,Sách,Cần Thơ,Cửa hàng,1,1,131000.0,91837.0
2025-10-21,Sách,Cần Thơ,Online,2,2,720350.0,497911.0
2025-10-21,Sách,Hà Nội,Cửa hàng,3,3,441000.0,326217.0
2025-10-21,Sách,Hà Nội,Online,6,6,1586050.0,1147379.0
2025-10-21,Sách,Hải Phòng,Online,3,3,621000.0,472111.0
2025-10-21,Sách,TP HCM,Cửa hàng,5,5,753150.0,543633.0
2025-10-21,Sách,TP HCM,Online,3,3,1351000.0,956800.0
2025-10-21,Sách,Đà Nẵng,Cửa hàng,1,1,256000.0,166269.0
2025-10-21,Sách,Đà Nẵng,Online,2,2,837300.0,622985.0
2025-10-21,Thời trang,Cần Thơ,Cửa hàng,5,5,7459600.0,5645094.0
2025-10-21,Thời trang,Cần Thơ,Online,2,2,3269000.0,2362556.0
2025-10-21,Thời trang,Hà Nội,Cửa hàng,6,6,5831400.0,4301210.0
2025-10-21,Thời trang,Hà Nội,Online,2,2,3134000.0,2345649.0
2025-10-21,Thời trang,Hải Phòng,Cửa hàng,1,1,642600.0,489788.0
2025-10-21,Thời trang,Hải Phòng,Online,1,1,1544000.0,1116363.0
2025-10-21,Thời trang,TP HCM,Cửa hàng,2,2,1564800.0,1074620.0
2025-10-21,Thời trang,TP HCM,Online,4,4,7536000.0,5176578.0
2025-10-21,Thời trang,Đà Nẵng,Cửa hàng,1,1,3260000.0,2598665.0
2025-10-21,Thời trang,Đà Nẵng,Online,3,3,5440000.0,3974571.0
2025-10-21,Thực phẩm,Cần Thơ,Cửa hàng,4,4,1034750.0,720206.0
2025-10-21,Thực phẩm,Cần Thơ,Online,4,4,1387750.0,983909.0
2025-10-21,Thực phẩm,Hà Nội,Cửa hàng,3,3,491750.0,322027.0
2025-10-21,Thực phẩm,Hà Nội,Online,3,3,656600.0,498057.0
2025-10-21,Thực phẩm,Hải Phòng,Cửa hàng,5,5,1367950.0,1038632.0
2025-10-21,Thực phẩm,TP HCM,Cửa hàng,15,15,6210500.0,4524214.0
2025-10-21,Thực phẩm,TP HCM,Online,11,11,3669800.0,2718311.0
2025-10-21,Thực phẩm,Đà Nẵng,Cửa hàng,5,5,1182200.0,875018.0
2025-10-21,Thực phẩm,Đà Nẵng,Online,3,3,1362550.0,990463.0
2025-10-21,Điện tử,Cần Thơ,Cửa hàng,2,2,3222000.0,2268454.0
2025-10-21,Điện tử,Cần Thơ,Online,4,4,11169200.0,8253022.0
2025-10-21,Điện tử,Hà Nội,Cửa hàng,6,6,6256550.0,4473589.0
2025-10-21,Điện tử,Hà Nội,Online,2,2,4131000.0,3292483.0
2025-10-21,Điện tử,Hải Phòng,Online,3,3,9214000.0,6260546.0
2025-10-21,Điện tử,TP HCM,Cửa hàng,8,8,12167050.0,9039797.0
2025-10-21,Điện tử,TP HCM,Online,5,5,5637750.0,4315254.0
2025-10-21,Điện tử,Đà Nẵng,Cửa hàng,1,1,841500.0,560309.0
2025-10-21,Điện tử,Đà Nẵng,Online,1,1,4860000.0,3875174.0
2025-10-22,Gia dụng,Cần Thơ,Cửa hàng,2,2,1774000.0,1320574.0
2025-10-22,Gia dụng,Hà Nội,Cửa hàng,11,11,13272900.0,9498524.0
2025-10-22,Gia dụng,Hà Nội,Online,5,5,6100800.0,4396796.0
2025-10-22,Gia dụng,Hải Phòng,Online,1,1,731000.0,468987.0
2025-10-22,Gia dụng,TP HCM,Cửa hàng,5,5,9479100.0,6437752.0
2025-10-22,Gia dụng,TP HCM,Online,1,1,3795250.0,2724783.0
2025-10-22,Gia dụng,Đà Nẵng,Cửa hàng,3,3,4018500.0,3130184.0
2025-10-22,Gia dụng,Đà Nẵng,Online,2,2,2409000.0,1927200.0
2025-10-22,Mỹ phẩm,Cần Thơ,Cửa hàng,2,2,1897000.0,1416891.0
2025-10-22,Mỹ phẩm,Hà Nội,Cửa hàng,2,2,2646900.0,1755073.0
2025-10-22,Mỹ phẩm,Hà Nội,Online,2,2,1447000.0,999225.0
2025-10-22,Mỹ phẩm,TP HCM,Cửa hàng,3,3,1766400.0,1190013.0
2025-10-22,Mỹ phẩm,TP HCM,Online,3,2,2633700.0,1866037.0
2025-10-22,Mỹ phẩm,Đà Nẵng,Cửa hàng,1,1,396950.0,316035.0
2025-10-22,Sách,Cần Thơ,Online,1,1,462000.0,384266.0
2025-10-22,Sách,Hà Nội,Cửa hàng,2,2,722850.0,498935.0
2025-10-22,Sách,Hà Nội,Online,3,3,877000.0,631255.0
2025-10-22,Sách,Hải Phòng,Cửa hàng,3,3,690700.0,477631.0
2025-10-22,Sách,TP HCM,Cửa hàng,4,4,1168900.0,835381.0
2025-10-22,Sách,TP HCM,Online,5,5,719000.0,517020.0
2025-10-22,Sách,Đà Nẵng,Cửa hàng,1,1,138000.0,98584.0
2025-10-22,Sách,Đà Nẵng,Online,1,1,165000.0,118063.0
2025-10-22,Thời trang,Cần Thơ,Cửa hàng,1,1,729900.0,577577.0
2025-10-22,Thời trang,Cần Thơ,Online,3,3,2174850.0,1664826.0
2025-10-22,Thời trang,Hà Nội,Cửa hàng,5,5,6913550.0,4851524.0
2025-10-22,Thời trang,Hà Nội,Online,3,3,8629000.0,6627249.0
2025-10-22,Thời trang,Hải Phòng,Cửa hàng,1,1,722000.0,582806.0
2025-10-22,Thời trang,TP HCM,Cửa hàng,9,9,9813300.0,7621807.0
2025-10-22,Thời trang,TP HCM,Online,3,3,3636600.0,2750146.0
2025-10-22,Thời trang,Đà Nẵng,Cửa hàng,1,1,802000.0,518531.0
2025-10-22,Thời trang,Đà Nẵng,Online,2,2,2025000.0,1642129.0
2025-10-22,Thực phẩm,Cần Thơ,Cửa hàng,6,6,2418800.0,1846425.0
2025-10-22,Thực phẩm,Cần Thơ,Online,2,2,816750.0,628894.0
2025-10-22,Thực phẩm,Hà Nội,Cửa hàng,8,8,2766400.0,1949550.0
2025-10-22,Thực phẩm,Hà Nội,Online,9,9,4336061.0,3151537.0
2025-10-22,Thực phẩm,Hải Phòng,Cửa hàng,3,3,1073750.0,768579.0
2025-10-22,Thực phẩm,Hải Phòng,Online,4,4,1292300.0,1002588.0
2025-10-22,Thực phẩm,TP HCM,Cửa hàng,16,16,5106800.0,3887572.0
2025-10-22,Thực phẩm,TP HCM,Online,9,9,2951050.0,2116727.0
2025-10-22,Thực phẩm,Đà Nẵng,Cửa hàng,6,6,1637300.0,1201634.0
2025-10-22,Thực phẩm,Đà Nẵng,Online,3,3,621650.0,459996.0
2025-10-22,Điện tử,Cần Thơ,Cửa hàng,3,3,4312800.0,3126308.0
2025-10-22,Điện tử,Cần Thơ,Online,2,2,5976000.0,4325307.0
2025-10-22,Điện tử,Hà Nội,Cửa hàng,5,5,6646150.0,4868567.0
2025-10-22,Điện tử,Hà Nội,Online,1,1,1922000.0,1212114.0
2025-10-22,Điện tử,Hải Phòng,Cửa hàng,1,1,3183000.0,2092370.0
2025-10-22,Điện tử,Hải Phòng,Online,1,1,4298400.0,2984634.0
2025-10-22,Điện tử,TP HCM,Cửa hàng,3,3,9142100.0,6569999.0
2025-10-22,Điện tử,TP HCM,Online,5,5,12755350.0,8526926.0
2025-10-22,Điện tử,Đà Nẵng,Cửa hàng,3,3,5051500.0,3845856.0
2025-10-22,Điện tử,Đà Nẵng,Online,2,2,3779000.0,2717780.0
2025-10-23,Gia dụng,Cần Thơ,Cửa hàng,5,5,5506200.0,3748015.0
2025-10-23,Gia dụng,Cần Thơ,Online,2,2,9175000.0,6616882.0
2025-10-23,Gia dụng,Hà Nội,Cửa hàng,7,7,7340350.0,5218797.0
2025-10-23,Gia dụng,Hà Nội,Online,1,1,749550.0,570577.0
2025-10-23,Gia dụng,Hải Phòng,Cửa hàng,2,2,2914000.0,2279237.0
2025-10-23,Gia dụng,TP HCM,Cửa hàng,10,10,15691200.0,11125086.0
2025-10-23,Gia dụng,TP HCM,Online,4,4,6107700.0,4605992.0
2025-10-23,Gia dụng,Đà Nẵng,Cửa hàng,1,1,709650.0,471399.0
2025-10-23,Gia dụng,Đà Nẵng,Online,1,1,2403000.0,1959041.0
2025-10-23,Mỹ phẩm,Cần Thơ,Cửa hàng,3,3,2768100.0,1860590.0
2025-10-23,Mỹ phẩm,Cần Thơ,Online,2,2,876000.0,635832.0
2025-10-23,Mỹ phẩm,Hà Nội,Cửa hàng,1,1,545000.0,337934.0
2025-10-23,Mỹ phẩm,Hà Nội,Online,3,3,3159900.0,2351305.0
2025-10-23,Mỹ phẩm,Hải Phòng,Cửa hàng,2,2,847550.0,648579.0
2025-10-23,Mỹ phẩm,TP HCM,Cửa hàng,1,1,484000.0,293171.0
2025-10-23,Mỹ phẩm,TP HCM,Online,4,4,5314500.0,3851357.0
2025-10-23,Mỹ phẩm,Đà Nẵng,Online,2,2,1235200.0,915889.0
2025-10-23,Sách,Cần Thơ,Cửa hàng,1,1,134900.0,108803.0
2025-10-23,Sách,Hà Nội,Cửa hàng,2,2,597500.0,384171.0
2025-10-23,Sách,Hà Nội,Online,1,1,231200.0,188003.0
2025-10-23,Sách,Hải Phòng,Cửa hàng,1,1,117900.0,89010.0
2025-10-23,Sách,TP HCM,Cửa hàng,3,3,685800.0,514493.0
2025-10-23,Sách,TP HCM,Online,1,1,139500.0,113902.0
2025-10-23,Sách,Đà Nẵng,Cửa hàng,2,2,617500.0,421761.0
2025-10-23,Sách,Đà Nẵng,Online,3,3,621700.0,497584.0
2025-10-23,Thời trang,Cần Thơ,Cửa hàng,4,4,4466800.0,3608442.0
2025-10-23,Thời trang,Cần Thơ,Online,1,1,2298000.0,1402783.0
2025-10-23,Thời trang,Hà Nội,Cửa hàng,4,4,3602550.0,2507575.0
2025-10-23,Thời trang,Hà Nội,Online,4,4,5052750.0,3953806.0
2025-10-23,Thời trang,Hải Phòng,Cửa hàng,2,2,2447600.0,1873168.0
2025-10-23,Thời trang,TP HCM,Cửa hàng,4,4,4664200.0,3208175.0
2025-10-23,Thời trang,TP HCM,Online,3,3,3172500.0,2236935.0
2025-10-23,Thời trang,Đà Nẵng,Cửa hàng,1,1,817000.0,528370.0
2025-10-23,Thực phẩm,Cần Thơ,Cửa hàng,4,4,1450900.0,1151100.0
2025-10-23,Thực phẩm,Cần Thơ,Online,4,4,1070100.0,824413.0
2025-10-23,Thực phẩm,Hà Nội,Cửa hàng,7,7,2160350.0,1512222.0
2025-10-23,Thực phẩm,Hà Nội,Online,6,6,1899600.0,1366990.0
2025-10-23,Thực phẩm,Hải Phòng,Cửa hàng,5,5,2224200.0,1567117.0
2025-10-23,Thực phẩm,Hải Phòng,Online,2,2,671000.0,525723.0
2025-10-23,Thực phẩm,TP HCM,Cửa hàng,18,18,7528850.0,5229063.0
2025-10-23,Thực phẩm,TP HCM,Online,8,8,2782800.0,2027633.0
2025-10-23,Thực phẩm,Đà Nẵng,Cửa hàng,2,2,360050.0,251092.0
2025-10-23,Thực phẩm,Đà Nẵng,Online,3,3,1036000.0,789885.0
2025-10-23,Điện tử,Cần Thơ,Cửa hàng,2,2,6924000.0,4117206.0
2025-10-23,Điện tử,Cần Thơ,Online,2,2,3926000.0,2606035.0
2025-10-23,Điện tử,Hà Nội,Cửa hàng,6,6,19844150.0,15363263.0
2025-10-23,Điện tử,Hà Nội,Online,4,4,6033800.0,4482798.0
2025-10-23,Điện tử,Hải Phòng,Cửa hàng,1,1,987050.0,723322.0
2025-10-23,Điện tử,Hải Phòng,Online,1,1,2108000.0,1297837.0
2025-10-23,Điện tử,TP HCM,Cửa hàng,10,10,29091422.0,20486677.0
2025-10-23,Điện tử,TP HCM,Online,8,8,15797000.0,10844723.0
2025-10-23,Điện tử,Đà Nẵng,Online,3,3,3211050.0,2417730.0
2025-10-24,Gia dụng,Cần Thơ,Cửa hàng,2,2,2574000.0,1837412.0
2025-10-24,Gia dụng,Cần Thơ,Online,3,3,3021000.0,2242148.0
2025-10-24,Gia dụng,Hà Nội,Cửa hàng,9,9,15763000.0,11440084.0
2025-10-24,Gia dụng,Hà Nội,Online,5,5,6060750.0,4240713.0
2025-10-24,Gia dụng,Hải Phòng,Online,1,1,763800.0,640322.0
2025-10-24,Gia dụng,TP HCM,Cửa hàng,3,3,5916200.0,3700960.0
2025-10-24,Gia dụng,TP HCM,Online,5,5,8667900.0,6302971.0
